AIR TEMP,RELATIVE HUMIDITY,SOIL TEMP,WIND SPEED,WIND MAGNITUDE,WIND DIRECTION,WIND SD,RAD FLUX,PRECIP
68.4,23,49,12.6,11.9,251,18.8,703.5,0
71.1,18.8,52.7,13.1,12.2,254,21.8,682,0
73.1,16.5,55.8,12.6,11.9,250,20.1,603.7,0
74.1,14.8,58,13.2,12.5,250,18.5,482,0
74.1,13.4,59.2,13,12.7,244,13.5,326.2,0
72.6,13.4,59.2,11.2,10.8,245,13.7,153.2,0
63.5,21,58,6.8,6.6,226,10.7,13.6,0
51.8,32.7,56.2,5.7,5.6,222,8,0,0
50.2,36,54.2,5.7,5.7,234,6,0,0
46.9,39.3,52.3,5.4,4.9,253,23.7,0,0
48.4,35.5,50.6,6.7,4.9,282,42,0,0
43.4,43.2,49.2,2.9,2.3,329,35.6,0,0
40.6,48.5,47.8,2.3,1.1,285,59.4,0,0
40.3,50.8,46.5,3.5,3.1,331,25.9,0,0
39,56.3,45.4,3.9,3.9,346,8.7,0,0
39.8,58.9,44.4,5,4.6,6,21.1,0,0
38.6,68.2,43.5,4.5,4.4,32,14.3,0,0
35.6,76.9,42.7,4.8,4.7,39,14.8,0,0
33.5,83.1,41.9,4.4,4.3,30,13.5,1,0
36.9,82,41.2,7.6,7.4,46,15.7,115.7,0
42.5,73.1,40.9,10,9.4,63,20.5,288.5,0
48.8,59.6,41.9,9.6,9.2,92,17.3,450.4,0
54.8,46,44.4,10.2,9.7,100,17.7,579.7,0
60.3,35.6,47.8,10.3,9.7,111,20,663.9,0
64.1,30.9,51.4,11,10.3,124,19.9,695.7,0
67.1,27.8,54.8,10.8,10.3,129,18,673.4,0
69.5,25.5,57.7,10.4,9.9,143,18.1,599.2,0
71.1,23.9,59.8,9.2,8.7,152,18.4,478.6,0
71.7,22.9,61.1,9.7,9,167,21.9,320.3,0
70.5,23.5,61.1,8.6,8.3,158,14.3,149.8,0
62.5,31.9,59.7,6.4,6.3,147,12.3,14.5,0
56.3,41.7,57.8,6.5,6.4,133,9.7,0,0
52.7,48.8,55.9,6.1,5.9,129,13.8,0,0
48.7,57.5,54.1,6.4,6.3,144,10.5,0,0
46.7,63.1,52.4,6.5,6.5,139,9.2,0,0
42.6,71.7,50.9,7,6.9,153,9,0,0
38.8,78.2,49.5,6.1,6.1,165,5.2,0,0
36.1,80.6,48.1,6,5.9,178,6.9,0,0
36.6,78.2,46.9,7.3,7.3,184,6,0,0
35.5,80,45.8,5.2,5.1,190,8.9,0,0
35.3,82.1,44.7,5,4.7,247,16.9,0,0
36,80.5,43.9,5.2,5.1,247,11.4,0,0
34,84.6,43.1,2.5,2,227,37,1.7,0
37,82.7,42.3,3.7,3.6,152,11.6,121.3,0
48.3,71,42,7.1,7,169,10.3,297.1,0
57,58.2,43.4,7.4,7.1,189,16,455.8,0
63.2,47.3,46.5,9.1,8.8,180,15.5,579,0
67.9,35.2,50.3,11.4,11,180,15.1,659.6,0
70.5,30,54.1,13.6,13.3,175,12.7,691.4,0
72.5,28.7,57.5,11.9,11,193,21.8,666.5,0
74.1,25,60.3,11.9,11.3,206,18.9,611.5,0
74.8,23.7,62.4,10.4,9.6,216,21.3,480.3,0
67.6,29.4,63.5,17.9,17.7,339,9.3,305.1,0
63.2,31.2,62.7,18.8,18.6,335,7.8,139.1,0
55.6,35,60.8,16.8,16.6,341,8,14.2,0
49.2,41,58.4,14.7,14.5,343,7.5,0,0
45.1,46.7,56,12.5,12.4,343,7,0,0
42.1,50.3,53.8,13.3,13.2,337,7,0,0
40.3,51,51.8,11.9,11.8,343,8.1,0,0
37.9,55.3,50.1,10.8,10.7,345,7.8,0,0
33.4,65.2,48.5,7,6.8,342,12.3,0,0
31.6,71.5,47,7.8,7.8,342,7.3,0,0
30.5,76,45.6,8,7.8,342,11.4,0,0
27.7,81.1,44.4,5.2,5.1,307,12.3,0,0
26.2,85.1,43.3,4.4,4.3,319,15,0,0
26.9,85.5,42.3,6.5,6.4,320,9.1,0,0
26.2,89.5,41.4,6.6,6.5,343,8.5,1.5,0
28.5,87.8,40.6,6.1,5.7,360,21.1,90.6,0
32.3,79.9,40.3,7.8,7.2,21,21.3,264.9,0
34.7,77,41.1,9.6,9.2,37,16.8,340.1,0
39.8,66.8,42.9,9.4,9,51,16,575.3,0
44,58,45.7,7.5,6.8,74,24.2,560.9,0
47.1,53.5,48.8,7.9,7.2,91,24.4,483.4,0
49,50.7,51,8.4,7.9,122,20.8,377.9,0
50.7,48.1,52.4,8.1,7.5,121,21.7,442.6,0
51.3,47.2,53.8,8.2,7.8,108,17.6,255.8,0
49.9,48.6,54.2,8.2,7.9,102,14.5,69.1,0
48.4,51.4,53.5,7.6,7.4,99,12.4,9.7,0
46.9,54.7,52.4,8.8,8.6,91,12.4,0,0
45.1,58.4,51.1,9.1,8.5,111,20.8,0,0
44.1,60.6,49.9,9.3,9.1,104,12.4,0,0
44.2,60.7,48.9,9.3,9.1,100,12.5,0,0
42.5,65.2,48.1,6.9,6.7,102,12.3,0,0
43.6,65,47.4,8.1,7.7,86,17.8,0,0
43.4,66.4,46.9,9.3,9.1,94,11.5,0,0
42.7,70.7,46.5,8.8,8.5,94,13,0,0
42,80,46.2,7.1,6.5,83,23.2,0,0
38.7,90.3,45.8,6.4,5.8,69,24.5,0,0.14
36.6,97.8,45.1,13.5,13.2,93,12.8,0,0.01
35.7,99,44.4,7.6,6.8,80,25.4,0,0
36.3,98.9,43.7,6.2,5.8,59,20.1,0,0
36.8,98.3,43.2,5.8,5.4,62,20.1,0,0
37,98.5,43,4.4,3.2,61,42.8,22.1,0
37.7,99,43,2.5,0.7,14,68.1,30.1,0
39.2,97.2,43.1,4.6,4.3,114,20.1,84.5,0
39.6,94.6,43.6,4.3,4.1,144,18,55.7,0
39.8,95.1,43.9,4,3.7,106,23.2,105,0
40.9,93,44.4,2.8,2.2,83,37.5,113.2,0
41,94.5,45,5.3,5.1,54,16.2,114.9,0
40.4,97,45.4,5.3,4.9,67,21.8,101.1,0
41.1,96.1,45.7,5,4.7,94,18.9,97.3,0
41.2,93.7,45.9,4.1,3.6,67,28.9,38.2,0
40.6,94.8,45.8,4.1,3.6,119,28.9,2,0
40,96.3,45.4,4.3,4,123,20.1,0,0
39.2,98,44.8,4.8,4.5,118,21.2,0,0
38.6,99.8,44.3,6.7,6.5,159,14.7,0,0
37.8,100,43.9,7.2,7,150,12.7,0,0
37.2,100,43.4,7.2,6.9,170,14.8,0,0
36.6,100,43.1,6.5,6.1,184,19.7,0,0
36.3,100,42.7,5.3,5,214,18.9,0,0
34.8,100,42.3,7.2,7.1,196,9,0,0
35.6,100,42,4,3.8,215,17.9,0,0
35.9,100,41.6,3.4,1.9,266,53.4,0,0
36.1,100,41.4,2.8,0.6,177,71.2,0,0
36.7,100,41.2,3.6,3.4,345,19.4,0,0
38.3,100,41,5.2,5,355,17.6,8.2,0
38.8,100,41.1,8.5,7.7,14,25.9,56,0
37.4,91.4,41.3,14.3,13.4,357,19.8,96.4,0
37.9,85.2,41.5,11.1,10.3,3,22.1,133,0
37.9,88,41.8,11.7,11.2,359,16.8,144,0.02
37.4,87.6,42.1,13.8,13.4,356,13.2,88.8,0.02
39.2,80.9,42,14.4,14.1,355,12.4,173.1,0
41,73,42.3,16.6,16.4,354,8.7,193.7,0
42.4,67.4,42.7,17,16.7,354,9.7,163.7,0
43.4,62.2,42.9,16.8,16.5,354,9.3,143,0
43.2,60.8,42.9,13.5,13.4,354,8.4,72.5,0
41.3,64.6,42.7,6.5,6.2,359,17.2,7.1,0
37.5,74.2,42.2,3.7,3.6,355,14.5,0,0
31.5,87.1,41.4,4,4,337,7.9,0,0
29.9,89.6,40.3,3.3,3.2,320,6.9,0,0
27.9,92.7,39.4,1.4,1.3,294,14.1,0,0
27.2,92,38.7,4.2,4.1,315,4.8,0,0
27.7,87.5,38.1,5.6,5.6,316,4.3,0,0
27.1,85.3,37.6,7.5,7.4,313,5.5,0,0
26.5,84.9,37.2,8,7.9,312,6.7,0,0
24.5,88.2,36.7,5.5,5.5,320,4.8,0,0
23.8,88.3,36.3,5.9,5.9,315,6.2,0,0
23.8,87.9,35.9,6.9,6.8,306,6.5,0,0
23.1,88.3,35.5,5.2,5.1,287,10.4,8.5,0
26.9,84.7,35.1,6.7,6.6,297,8.9,145.3,0
32.4,78.5,34.9,5.3,5.1,300,12.5,321.8,0
38.6,63.5,34.8,4.2,3.5,266,32.5,491,0
43.8,51.6,35.7,3.7,2.9,250,38.1,608,0
45.4,50.5,39.2,5.1,4.1,222,34.8,425.2,0
46.1,49.6,42,6,5.3,204,26.3,312.6,0
47.9,48.7,43.6,9.8,9.4,184,15.4,327.1,0
49.7,46,44.7,9.9,9.3,193,19.9,227.4,0
52.3,41.4,45.3,7.2,6.6,235,24.5,262.8,0
49.9,46.8,45.8,7.5,6.4,65,31.9,62.7,0
42.1,75.1,45.7,15,14.7,55,12.4,32.3,0
36.9,90.5,44.7,15.8,15.4,54,12.5,3.2,0
34.5,92.3,43.6,12.8,12.4,50,13.6,0,0
33.7,91.6,42.5,8.5,8.2,40,16.3,0,0
33.4,91.4,41.6,8,7.7,29,16.9,0,0
32.8,89,41,8.1,7.7,26,16.1,0,0
29.2,93.9,40.2,5.1,4.8,356,19.8,0,0
26.2,98.3,39.3,5.2,5.1,335,8.6,0,0
26.2,96.4,38.5,6.4,6.3,332,6.1,0,0
25.9,94,37.8,5.9,5.8,324,10.5,0,0
25.5,93.7,37.3,6.8,6.7,334,6.1,0,0
24.9,95.7,36.7,5.3,5.2,349,12.4,0,0
25,96.1,36.3,3.6,3.4,24,18.7,0,0
24.4,96.3,35.9,2.8,2.7,27,17.3,14.7,0
27.4,88.2,35.6,3.2,3,46,19.2,168,0
29.9,71.2,35.4,4.9,4.3,97,26,325.7,0
32.5,65.6,35.3,4.3,3.6,116,34.1,449.9,0
34.5,61.4,36.8,4,3.2,141,36.4,348,0
36.9,55.2,39.1,4.5,3.7,169,34.1,370.7,0
37.6,53,41.1,6.2,5.7,174,23.7,213.9,0
37.9,54.1,42,8.7,8.3,183,18.4,141.9,0
38,53.9,42.1,9.1,8.9,186,13.4,93.8,0
39.1,53,41.9,9,8.8,189,12.1,153.9,0
42,49.1,42,12.7,12.5,180,10.5,293.6,0
42.1,50.9,42.4,13.9,13.7,164,11.3,146.8,0
38.7,58.3,42.1,8.9,8.7,142,11.1,11.5,0
35.2,66.7,41.3,7,6.7,137,18.1,0,0
33.9,69.4,40.3,7.3,7,132,15,0,0
32.2,73.8,39.4,8.3,8.1,144,12.6,0,0
30.8,76.9,38.6,7.1,7,150,10.5,0,0
30.2,77.6,37.8,6.1,5.8,146,17.5,0,0
28.7,80.9,37.2,5.5,5.3,144,15.4,0,0
27.7,85.1,36.8,4.2,4,137,19.4,0,0
29.5,83.7,36.4,3.9,3.1,74,37.2,0,0
29,84.7,36.1,4.1,4,42,13.5,0,0
28.1,85.7,35.9,4.4,4.3,44,12.9,0,0
26.7,86.4,35.6,4.3,4.1,60,19.6,0,0
26.5,90.8,35.4,5.4,5.1,83,18.3,9.5,0
31.8,82.8,35.1,7.7,7.4,104,15.6,140.6,0
37,69,35,8.7,8.4,134,15.4,313.3,0
41.4,59.9,35.5,8.2,7.9,132,17.1,479.8,0
46.4,53,38,7.7,7.1,125,21.7,608.9,0
50.8,47.8,41.4,9.1,8.5,118,21.2,694,0
54.6,44,45,9.7,9.1,125,20.1,725.8,0
57.7,40.1,48.4,10.5,9.9,130,18.9,701.8,0
59.7,36.8,51.2,12.1,11.7,140,15.3,624.4,0
61.5,34.6,53.1,13.6,13.3,147,12.5,500.9,0
61.9,34.8,54.2,14.8,14.4,147,12.4,340.8,0
60.7,36.4,54.1,15.1,14.9,150,10.5,162.3,0
56.4,43.1,53,12.4,12.3,153,8.1,21.3,0
51.1,53.2,51.5,10.3,10.2,143,9.4,0,0
49.4,58,50,13.3,13.1,146,9.5,0,0
48.1,62.1,48.6,14.6,14.4,146,8.6,0,0
46.2,67.7,47.5,14.9,14.8,154,7.2,0,0
46.5,69.3,46.5,16.8,16.7,164,6.5,0,0
46.1,72.5,45.7,14.5,14.4,176,7.1,0,0
45.2,77.4,45.1,11.3,11,191,12.2,0,0
47,76.4,44.7,14.9,14.8,190,7.6,0,0
46.3,78.1,44.4,6.7,4.5,256,47,0,0
43.9,81.9,44.1,3,2.7,358,27.3,0,0
42,86.2,43.7,3.1,3,304,16.3,0,0
44.3,79,43.3,7.9,7.8,308,7.3,1.7,0
47.1,70.2,42.9,9,8.9,309,7.4,98.8,0
54.7,50,42.9,20.3,19.9,320,10.1,268.1,0
57.4,43.9,43.9,27.9,27.6,327,8.3,464.7,0
59.6,39.7,45.8,28.9,28.5,331,9.1,600.6,0
61.1,36.9,48.1,27.7,27.3,330,10.7,694,0
61.9,33.6,50.6,24.8,24.4,334,11,734.4,0
63.7,25.2,53,21.3,20.8,344,12,718.1,0
63.5,22,55,18.8,18.3,346,13.3,645.9,0
63.3,20.1,56.4,18.1,17.8,341,10.7,524.2,0
62.9,16.9,57.2,15.3,14.9,348,13.7,365.1,0
61.6,16.7,57.1,13.1,12.8,344,12,186.7,0
56,21.8,55.8,7.2,7.2,348,7.2,27.5,0
46.6,30,54.1,1.7,1.5,302,31.7,0,0
42.9,42.6,52.1,2,2,290,12.6,0,0
38,56.4,50.2,2.9,2.7,264,17.8,0,0
33.7,55.4,48.5,3.6,3.5,244,14.4,0,0
32.8,58.3,47,4.8,4.8,237,11.1,0,0
32.7,57.4,45.7,5.1,5,243,10.2,0,0
33.4,56.4,44.6,5.4,5.3,228,12.3,0,0
34,57.2,43.7,5.7,5.6,235,8.5,0,0
38.7,52.7,43,5.4,5.2,215,17.5,0,0
38.1,56.7,42.6,6.4,6.2,215,14.8,0,0
36.8,57.4,42.2,5.5,5.2,194,17.7,0,0
33.8,64,41.6,4.9,4.7,183,16.5,15,0
42.3,52.1,41,8,7.9,210,8.7,161.3,0
53.2,34.4,41,15.2,15,215,9,334.2,0
60,27.3,42.5,18.5,18.2,211,10.1,488.8,0
65.2,23.5,45,19.9,19.6,214,9.9,617.5,0
68.3,24.1,48,19,18.7,215,10.6,663.9,0
71.7,22.5,51.1,18,17.4,232,14.8,724.1,0
74.8,19.8,54.1,15,14.5,242,15.3,707.8,0
77.2,16.7,56.8,10.9,9.9,254,25.3,656.2,0
78.2,13.9,59.1,10.8,10.1,319,21,524.1,0
77.3,13,60.7,10.9,10.5,333,14.5,374.4,0
75.1,15,61.1,9.3,9,341,15.3,175.4,0
69.6,19.1,60.2,4.7,4.7,349,10.2,31.3,0
62.5,23.4,58.7,2.4,2.2,356,20.2,0,0
53.1,34.2,56.8,3.6,3.5,340,11.2,0,0
48.3,42.1,55.1,4.5,4.4,341,6.9,0,0
45.5,46.9,53.4,3.7,3.7,330,4.4,0,0
43.7,51.7,51.9,3.9,3.9,331,3.9,0,0
42.7,55.6,50.5,3.9,3.9,330,5.3,0,0
41.1,58.9,49.3,4.5,4.5,334,6,0,0
38.8,63.2,48.2,3.2,3.2,332,11.2,0,0
38.7,63.5,47.1,2.4,2.3,328,13.3,0,0
37,67.4,46.2,3.2,3.2,339,8,0,0
36.6,70.3,45.3,3.8,3.7,344,7.5,0,0
38,68.2,44.5,3.6,3.5,335,13.1,17,0
44.4,64.7,43.8,2.4,1.9,294,33.5,164,0
56.7,43.9,43.8,6.9,6.6,135,16.7,339.4,0
63.9,32,45.3,10.3,10,144,12.7,499.8,0
68.3,26.4,48.1,9.5,9.2,156,14.8,625.2,0
71.7,21,51.6,7.6,6.9,164,25.5,706.9,0
74.1,18.3,55.3,6.5,5.5,162,31.1,738.7,0
75.8,16.9,58.7,6.7,5.7,164,31.8,715.5,0
77.7,15.7,61.6,7.8,6.4,188,35.2,638.1,0
78.1,15.3,63.7,10.8,9.9,181,23.5,512.5,0
78.1,15.7,64.7,10.2,9.8,185,16,351.1,0
76.3,18,64.6,11,10.7,183,12.7,179.6,0
68.3,25.8,63.4,7.3,7.2,168,11.9,28,0
55.7,38.5,61.6,6.3,6.3,162,3.7,0,0
52.3,44.7,59.5,6.3,6.3,152,5.9,0,0
53.5,45,57.6,8.3,8.3,157,5.3,0,0
51.8,48.4,56,8.1,8.1,157,5.2,0,0
50.4,51.9,54.6,8.7,8.6,161,6.4,0,0
50.7,52.3,53.4,10.1,10,169,6.7,0,0
49,56.8,52.3,9.4,9.4,165,5.2,0,0
47.8,60,51.4,9.5,9.4,163,5.7,0,0
47.6,65.4,50.5,8.6,8.5,168,7,0,0
50.2,65.5,49.7,10.9,10.8,176,6.9,0,0
50.1,68.9,49.2,11.9,11.8,169,7.4,0,0
52,70.5,48.7,11.9,11.8,175,7.4,14.5,0
55.5,65.8,48.5,15.7,15.5,175,7.9,154.3,0
61.4,56.3,48.7,18.3,18.1,184,10.4,328.6,0
68.1,43.5,50.1,22.1,21.8,192,8.7,488.3,0
73.8,33.8,52.3,24.3,24,195,8.8,614.9,0
78,29.9,55,24.6,24.2,185,10.9,693.2,0
80.9,27.3,57.8,25.5,25.1,173,10.9,720.7,0
83.3,25.4,60.4,24.9,24.4,185,11.5,700,0
84.8,24.2,62.6,23.7,23.2,190,12,637.3,0
83.8,25.5,64.3,22.7,22.3,182,10.9,425.7,0
82.6,26.8,65.1,21.3,21.1,177,8.5,262.7,0
79.3,30.8,65,19.2,19,170,8.1,103.4,0
75.4,38.7,64.3,14.2,14.1,158,6.9,26.5,0
70.8,47.9,63.2,14.5,4.5,168,67.2,0,0
56.7,83,62,16.1,13.4,357,33.1,0,0.02
56.7,73.9,60.3,11.8,10.9,10,22.5,0,0
55.2,79.8,58.6,9.9,8.1,3,34.8,0,0
53.2,76.7,57.3,14.4,13.1,349,24.4,0,0.01
51.6,73.7,56,8.8,8,8,24.5,0,0
50.2,75.2,54.8,6.8,6.4,5,20.3,0,0
49,72.2,53.8,8,7.5,357,21.4,0,0
48.2,69.7,52.9,6.8,5.8,357,30.8,0,0
43.7,79.6,52,6.2,6.2,338,6.7,0,0
39.3,83.9,50.8,4.9,4.8,338,9.7,0,0
39.3,83,49.6,6.8,6.7,329,6,19,0
45.6,70.6,48.5,7.5,7.3,344,10.3,167.6,0
52.3,56.6,48.2,6.9,6.4,9,22.2,342.6,0
55.5,46.3,49.3,8,7.6,47,17.5,466.5,0
57.8,35.4,51.2,8.6,8.2,50,16.6,555.8,0
58.9,28.8,53.3,7.3,7,47,17.3,340.4,0
60.6,26.6,54.9,6.2,5.3,42,31.6,496.1,0
61.8,24.7,56.6,6.5,5.7,28,28.1,536.7,0
59.8,29,58.2,8.9,8.2,350,21.1,166.2,0
60.7,29.4,58.3,8,7.3,11,24.3,282,0
59.3,31.9,58.3,10.3,9.5,6,22.9,233.7,0
56.5,35.3,58,10.5,10.1,355,16,98,0
54.2,41.5,57.1,5.8,5.5,359,19.8,5.3,0
51.7,47.9,56.1,5.1,4.9,27,16.3,0,0
50.5,51.7,55,6.2,5.7,15,22.9,0,0
48.5,49.3,53.9,19.7,19.4,353,10.3,0,0
43.6,69.1,52.8,26.5,26.2,351,8.4,0,0.01
40.2,87.9,51.6,18.6,18.3,349,11.3,0,0.02
39.1,89.2,50.4,12.7,12.1,357,17.7,0,0.01
37.9,91,49.4,9.4,9,358,17.3,0,0.04
36.9,95.7,48.4,4.2,4.1,351,14.7,0,0.01
37.3,90.2,47.6,9.4,9.3,336,7.7,0,0
35.6,74.4,46.9,16.5,16.4,340,6.9,0,0
33.3,78.1,45.8,15.8,15.7,344,7.5,0,0
31.7,79.7,44.7,14,13.9,344,7.3,14.6,0
32.4,75,43.6,15.8,15.7,343,7.3,163,0
34.1,69.8,42.9,19.7,19.4,343,8.7,362.8,0
36.2,66.9,43.4,19.8,19.5,344,9.8,513.2,0
38.6,62.7,44.6,18.5,18.2,340,11.1,567.8,0
42.4,54.2,46.3,17.5,17.2,343,11.2,717.2,0
44.7,45.3,48.6,17,16.6,343,12.4,763.7,0
46.9,37.5,51,14.9,14.3,337,16.2,700.9,0
48.8,30.5,53.2,13.7,13.2,333,14.9,653.6,0
50.5,26.8,55,13.1,12.7,339,14.2,531.1,0
51.3,23.7,55.9,11.5,11,330,16.6,370.1,0
50.7,22.1,55.9,9.7,9.4,337,13.7,195.3,0
47.1,27.8,54.6,5.2,5,330,12.9,34.6,0
39.5,37.2,52.8,3.2,3,195,20.8,0,0
31.5,61.6,50.8,4.5,4.4,196,10.2,0,0
29.9,68.6,49,6,6,195,4.9,0,0
28.3,72.8,47.4,5.2,5.2,199,7.2,0,0
27.8,76.6,46,6.2,6.1,193,6,0,0
29,75.2,44.8,7,6.9,207,8.5,0,0
30.9,70.8,43.7,7.7,7.6,215,7.3,0,0
31.9,68.5,42.7,8.6,8.6,225,6.5,0,0
32.8,66.6,42,9.8,9.7,229,7.5,0,0
32.1,67.8,41.3,8.5,8.4,228,7,0,0
31.2,71.6,40.7,8,8,225,7.3,0,0
31.6,73,40.1,8.6,8.5,230,7.5,26.2,0
36.7,67.1,39.7,11.6,11.5,235,8.1,185.1,0
44.1,56.6,39.9,13.7,13.5,237,9.3,362.4,0
51,43.4,41.5,16,15.7,236,11.7,514.9,0
56.6,33.7,44.1,17.1,16.8,230,10.9,640.7,0
61.1,23.7,47.3,20.1,19.6,217,12.1,719,0
62.7,20.3,50.4,21.9,21.4,208,12.3,730.1,0
64,17.8,53.1,22,21.6,207,11,728.4,0
64.5,16.7,55.3,21.6,21.1,198,12.4,599.4,0
65.2,15.2,56.8,21.9,21.4,199,11.5,544.4,0
64.7,14.9,57.6,22,21.7,198,10.4,366.1,0
63.1,15.7,57.5,20.1,19.8,195,9,191.3,0
58.5,19.9,56.5,14.2,14.1,185,8.3,33.2,0
52.1,28.3,55,12.1,12,174,7.6,0,0
49,32.6,53.5,13.3,13.2,168,6.5,0,0
47.1,33.8,52,12.2,12.1,171,7.2,0,0
46.5,33.6,50.7,13.7,13.6,183,7.2,0,0
47.3,31,49.5,15.3,15.2,189,7.2,0,0
46.9,31.4,48.6,15.1,15,186,7,0,0
45.4,35.7,47.8,14.1,13.9,190,7.2,0,0
43.5,41.2,47.1,12.9,12.8,192,6.8,0,0
41.7,46.4,46.4,10.6,10.5,179,9.2,0,0
38,55,45.7,8.2,8.2,164,7.1,0,0
36.7,60.4,44.9,8.7,8.6,169,6.9,0,0
37,62.1,44.2,8.2,8.1,169,8.9,25.8,0
43.2,53.1,43.7,10.5,10.4,183,7.7,183.2,0
50.8,41.2,43.7,15,14.9,191,8.6,357.5,0
56.8,34.5,45.3,15.4,15.2,196,9.1,505.7,0
60.9,31.1,47.8,15.5,15.3,191,11.1,632.1,0
62,30.9,50.8,15.4,15,183,12.5,519.4,0
65.5,29.6,53.3,16.9,16.6,176,11.1,717.2,0
67.4,29.3,55.8,18.6,18.2,168,11.7,692.3,0
69.3,29.3,58,19.3,18.9,171,12.2,637.3,0
70.4,29.8,59.7,18.3,18,172,10.4,516.4,0
70.2,32.2,60.7,18,17.8,166,10,359.5,0
69.1,35.7,60.9,16.2,16.1,165,7.7,186.7,0
64.9,45.6,60,11.6,11.4,159,10.1,33.5,0
59.4,60.5,58.7,11.4,11.3,150,7.6,0,0
55.7,70.9,57.3,13.7,13.5,153,7.4,0,0
51.9,80.8,56,14.9,14.8,153,7.1,0,0
49.2,88.8,54.8,13.8,13.7,159,7.7,0,0
51.6,88,53.7,19.6,19.4,169,7.6,0,0
52,88,53.1,18.7,18.6,171,7.6,0,0
51.6,90.7,52.7,18.9,18.7,170,7.6,0,0
50.6,94.3,52.3,18.9,18.7,170,7.9,0,0
50.1,98,52,19.2,19,168,7.6,0,0
50.3,99.8,51.7,16.4,16.3,172,7.8,0,0
50.4,100,51.4,13.3,13.2,171,7.7,0,0
50.7,100,51.2,12.2,12.1,164,7.6,0.1,0
51.1,100,51.1,7.8,7.6,147,15,2.9,0
51.4,100,51,7.6,7.4,133,13.2,33.2,0
52.1,99.6,51.1,10.8,10.5,134,12.2,91.3,0
53.3,96.8,51.4,11.9,11.7,137,11.9,134.2,0
55.3,91.4,51.8,11.6,11.3,138,12.9,211,0
57,87.3,52.6,11.2,11,150,10.8,125,0
58.1,85,53.3,8,7.7,161,16.5,219.5,0
61.5,75.8,54.2,3.7,1.9,142,56.5,361.7,0
63.3,69.7,55.8,5.9,5,26,31.3,309.4,0
60.5,75.9,57.3,9.6,9.2,46,16.4,175.1,0
60.1,75.7,57.6,9.3,9.1,53,12.4,41.5,0
58.2,80.8,57.3,9.5,9.2,49,14.2,2.3,0
55.5,88.1,56.6,10.8,10.6,52,12.5,0,0
53.6,93,55.9,11.9,11.7,55,11.1,0,0
52.3,96.3,55.1,11.7,11.5,54,12,0,0
52.2,96.6,54.4,10.7,10.4,55,13.7,0,0
51.9,97.5,53.9,12.2,11.9,57,13.3,0,0
51.7,98.1,53.4,11.9,11.6,56,12.1,0,0
51.4,99.2,53,13.2,13,57,10.6,0,0
50.9,99.8,52.7,14.4,14.1,56,10.8,0,0
50.5,100,52.4,14.8,14.6,57,10.3,0,0
50.3,100,52.1,12.2,11,43,25.5,0,0
49.9,100,51.8,10.1,9.4,35,22.5,0,0
49.1,100,51.6,10.6,10.3,29,14,0,0
48.1,100,51.3,9.6,8.8,11,23.4,1.3,0.02
46.6,100,51,11.6,10.9,25,19.9,67,0
46.2,99.7,50.8,12,11.4,357,18.6,32.2,0
46.3,100,50.6,9.7,9,2,21.9,110.4,0
47.2,99.3,50.7,8.7,8,5,23.8,116.3,0
47.7,98.9,50.9,8.9,8.2,5,22.6,107.4,0
47.9,97.9,51.1,8.7,8,5,22.2,90,0
47.4,98.7,51.1,11.3,10.7,357,19.2,68.6,0
47.1,98.3,51,10.4,9.7,358,21.3,75.5,0
46.5,96.8,50.9,11.6,10.9,356,19.3,52.1,0
45.9,95,50.6,9.8,9.3,360,19.5,22.1,0
44.7,95,50.3,8.5,7.8,11,24.5,0.2,0
43.7,96.2,49.8,7.2,6.7,15,22.5,0,0
43,96.7,49.3,8.3,8,31,15.1,0,0
42.3,97.8,48.8,8,7.7,40,16.3,0,0
41.7,99.1,48.4,7.1,6.8,40,16.5,0,0
40.8,99,48,10.2,9.8,39,15.7,0,0
40.3,100,47.5,11.4,11,46,15.5,0,0
40.1,100,47.1,8.8,8.4,58,16.3,0,0
40.1,100,46.8,8,7.6,42,18.5,0,0
40,100,46.5,7.8,7.5,43,16.9,0,0
40,100,46.3,7,6.6,33,19,0,0
39.7,100,46.1,7.3,6.8,21,21.2,0,0
39.9,100,45.8,7,6.4,11,23.8,0,0
40.4,100,45.7,8.8,8.4,26,17.6,29.3,0
40.7,100,45.7,9.6,9.3,45,15.9,34.1,0
41.3,100,45.8,10.5,10.2,56,11.8,43.2,0
42.2,100,46,10.7,10.4,54,12.3,127.9,0
43.1,100,46.4,8.4,8.2,56,13,93.5,0
43.6,100,46.8,8,7.8,53,12.3,93.5,0
44.4,99.8,47.2,9.9,9.6,55,12.4,135.2,0
44.9,98.9,47.6,9.1,8.9,55,12.4,90.3,0
45.1,98.9,47.9,7.5,7.2,56,14.2,63.4,0
45.1,99.4,48,6.8,6.3,64,20.8,35.3,0
44.9,100,48,6.4,6.1,59,17.4,16.9,0
44.6,100,47.9,8.5,8.3,56,11.5,0.3,0
44.3,100,47.7,8.8,8.3,64,19.6,0,0
44.2,100,47.4,7.3,6.7,48,22.6,0,0
43.8,100,47.2,11.2,11,53,12.8,0,0
43.6,100,46.9,10.2,9.9,53,13.3,0,0
43.4,100,46.7,8.2,7.8,26,17.6,0,0
43.1,100,46.5,8,7.6,24,18.3,0,0.01
43.1,100,46.4,8.1,7.5,360,22.2,0,0.06
42.6,100,46.2,15.3,14.7,349,15.9,0,0.03
